Applicant,Application,Created date,Submitted date,Offer type,Offer course name,Gender,Special needs,Disadvantaged background,Latest Higher Education Institution,Latest Education Level,Education - Block 1: Level of education,Education - Block 2: Level of education,Language: native,Extra question: Intended Major/Program of study at Ashesi University,"Extra question: Have you applied to Ashesi before? If ""yes"" indicate the year.",Extra question: Have any of your family members gained admission to Ashesi University?,Extra question: Is he/she alive?,Extra question: Relationship to you?,Extra question: Level of education,Extra question: Is he/she alive?,Extra question: Relationship to you?,Extra question: Level of education,Extra question: Is he/she alive?,Extra question: Relationship to you?,Extra question: Level of education,Extra question: Is he/she alive?,Extra question: Relationship to you?,Extra question: Level of education,Extra question: Type of Exam,Extra question: Exam Year,Extra question: Certificate Awarded,Extra question: Graduating/Cummulative Score,Extra question: Certificate Classification,Extra question: How did you hear about Ashesi? You can select all that apply to you:,"Extra question: Have you ever attended any Ashesi sponsored high school event? If ""yes"" please state event and year of attendance.",Extra question: Do you Need Financial Aid?,Extra question: Do you need Financial Aid?,Extra question: Do you need Financial Aid,Extra question: Do you Need Financial Aid?,Language test - numerical score,Language test - textual score,Motivation letter - numerical score,Motivation letter - textual score,Skype interviw grade - numerical score
9542,7319,08/03/2019 13:58,26/03/2019 15:42,Failed,[B.Sc.] Management Information Systems,M,,,,SE,SE,SE,en,,No,No,Yes,Mother,Primary School,Yes,Father,Primary School,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Ashesi Student/Alumni
Television
Ashesi Website
School Visit
Ashesi Staff/Faculty",,Yes,,,,,,,,
9543,7320,08/03/2019 14:56,03/09/2019 9:08,Enrolled,[B.Sc.] Business Administration,M,,,,SE,SE,,ee,,no,No,Yes,Father,Tertiary level (B.A. Hons Econs),Yes,Mother,Secondary level,,,,,,,WASSCE - Ghana,23/04/2019,,,,Ashesi Staff/Faculty,no,No,,,,,,,,
9544,7321,08/03/2019 15:07,01/08/2019 9:26,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,fat,,No,No,Yes,Uncle,Middle School Leaving Certificate (MSLC),Yes,Aunt,Class 6,,,,,,,WASSCE - Ghana,22/04/2019,,,,"Friend
Ashesi Website
Teacher / Counselor
Instagram",,Yes,,,,,,,,
9477,7322,08/03/2019 15:36,25/04/2019 21:02,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,ak,,NO,No,Yes,MOTHER,SENIOR HIGH,No,FATHER,SENIOR HIGH,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Friend
Newspaper
Teacher / Counselor",NO,Yes,,,,,,,,
9545,7323,08/03/2019 16:13,04/08/2019 7:55,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,tw,,No,No,Yes,Mother,O level,Yes,Father,First degree,,,,,,,WASSCE - Ghana,17/04/2019,,,,"Ashesi Website
Teacher / Counselor
Ashesi Staff/Faculty",No,Yes,,,,,,,,
9550,7327,08/03/2019 19:32,30/07/2019 8:56,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,OQ,ak,,No,Yes,Yes,Dad,Masters Degree,Yes,Mum,Secondary School,,,,,,,WASSCE - Ghana,15/04/2019,,,,Ashesi Student/Alumni,No,Yes,,,,,,,,
9560,7336,09/03/2019 5:53,31/07/2019 16:15,Failed,[B.Sc.] Management Information Systems,M,,,,SE,SE,,tw,,no,Yes,Yes,Mother,Secondary School,Yes,Father,Theology School,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Ashesi Parent
Ashesi Student/Alumni
Ashesi Staff/Faculty",No,Yes,,,,,,,,
9562,7338,09/03/2019 9:10,31/07/2019 4:07,Failed,[B.Sc.] Computer Engineering,F,,,,SE,SE,,ha,,NO,No,Yes,Mother,Secondary education,Yes,Father,Professional qualification,,,,,,,WASSCE - Ghana,08/04/2019,,,,"Ashesi Student/Alumni
Friend
Teacher / Counselor",,Yes,,,,,,,,
9563,7339,09/03/2019 9:18,03/09/2019 9:07,Enrolled,[B.Sc.] Management Information Systems,F,,,,SE,SE,,ak,,NO,No,Yes,FATHER,1ST DEGREE,Yes,MOTHER,1ST DEGREE,,,,,,,WASSCE - Ghana,15/04/2019,,,,"Ashesi Student/Alumni
School Visit",,Yes,,,,,,,,
9564,7340,09/03/2019 10:34,20/08/2019 18:06,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,mul,,no,Yes,Yes,Father,BSC,Yes,Mother,BSC,,,,,,,WASSCE - Ghana,17/05/2019,,,,"Ashesi Student/Alumni
Friend
Newspaper
Ashesi Website
Teacher / Counselor
Instagram",,No,,,,,,,,
9565,7341,09/03/2019 11:03,06/05/2019 13:26,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,bfd,,No,No,Yes,Neba Nde Samuel,FSLC,Yes,Neba NDE Samuel,FSLC,,,,,,,International Baccalaureate (IB) Diploma,06/05/2018,,,,Friend,,Yes,,,,,,,,
9567,7343,09/03/2019 12:08,29/07/2019 22:35,Withdrawn,[B.Sc.] Business Administration,M,,,,SE,SE,,en,,No,No,Yes,Mother,Masters,Yes,Father,Professional - Lawyer,,,,,,,WASSCE - Ghana,07/05/2019,,,,"Ashesi Student/Alumni
Friend
Newspaper
Television
Radio
Ashesi Website
School Visit",,No,,,,,,,,
9576,7349,09/03/2019 20:24,28/03/2019 20:29,Failed,[B.Sc.] Management Information Systems,F,,,,SE,SE,OQ,ak,,No,No,Yes,Father,Tertiary,Yes,Mother,Tertiary,,,,,,,WASSCE - Ghana,01/04/2019,,,,School Visit,No,Yes,,,,,,,,
9577,7350,10/03/2019 9:54,25/06/2019 22:07,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,en,,No,No,Yes,Father,University Graduate,Yes,Mother,Diploma,,,,,,,WASSCE - Ghana,16/04/2019,,,,"Ashesi Student/Alumni
Friend
Newspaper
Ashesi Staff/Faculty",No,Yes,,,,,,,,
9584,7357,10/03/2019 15:19,03/04/2019 23:08,Enrolled,[B.Sc.] Computer Science,F,,,,SE,SE,SE,tw,,No,No,Yes,Father,High School,No,Mother,High School,,,,,,,High School Diploma,12/12/2016,,,,"Ashesi Student/Alumni
School Visit","Ashesi University Fair 
2013 and 2016",No,,,,,,,,
5431,7358,10/03/2019 17:40,10/04/2019 15:43,Failed,[B.Sc.] Mechanical Engineering,F,,,USTO university,VO,SE,BA,ar,,"Yes, 2017/2018 Academic Year",No,Yes,Father,Post-engineer,Yes,Mother,High school,,,,,,,"High School Diploma
Other Official Exam",07/04/2018,,,,"Other
Facebook",no,Yes,,,,,,,,
9585,7359,10/03/2019 17:47,20/06/2019 14:18,Failed,[B.Sc.] Mechanical Engineering,F,,,,SE,SE,,rw,,no,No,Yes,mother,bachelors,Yes,father,bachelors,,,,,,,Other Official Exam,28/11/2018,,,,"Ashesi Student/Alumni
Teacher / Counselor",,Yes,,,,,,,,
9592,7366,11/03/2019 11:06,30/05/2019 14:18,Failed,[B.Sc.] Business Administration,F,,,,EX,EX,SE,ak,,no,No,Yes,Father,secondary school,Yes,Mother,none,,,,,,,High School Diploma,10/05/2018,,,,"Friend
Ashesi Website
Other",no,Yes,,,,,,,,
9593,7367,11/03/2019 11:11,27/06/2019 16:47,Auto Deny,[B.Sc.] Computer Science,M,,,,SE,SE,,fat,,NO,No,Yes,FATHER,GIMPA,Yes,MOTHER,GRADUATE,,,,,,,WASSCE - Ghana,07/05/2019,,,,"Ashesi Parent
Newspaper
Television
Radio",NO,No,,,,,,,,
9594,7368,11/03/2019 11:32,11/06/2019 6:22,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,rw,,No,No,Yes,She is my mother,Primary school,No,Father,High school,,,,,,,High School Diploma,20/11/2018,,,,"Ashesi Student/Alumni
Friend",,Yes,,,,,,,,
9596,7370,11/03/2019 13:52,26/06/2019 11:33,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,fat,,NO,No,Yes,FATHER,TERTIARY LEVEL,Yes,MOTHER,BASIC SCHOOL,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Ashesi Student/Alumni
Friend
Television
Ashesi Website
Teacher / Counselor
Other",NO,No,,,,,,,,
9597,7372,11/03/2019 18:05,27/06/2019 20:34,Failed,[B.Sc.] Computer Science,M,,,,,SE,,fr,,No,No,Yes,Uncle,Masters,Yes,Aunt,Master,,,,,,,International Baccalaureate (IB) Diploma,15/07/2018,,,,"Friend
Ashesi Website
Other",,No,,,,,,,,
9598,7373,11/03/2019 19:18,25/05/2019 15:40,Failed,[B.Sc.] Management Information Systems,M,,,,SE,SE,,en,,No,No,Yes,Father,Graduate of South West London College U.K,Yes,Mother,Graduate of KNUST,,,,,,,IGCSE 'A' Level,12/06/2019,,,,"Ashesi Parent
Friend
Newspaper
Teacher / Counselor
Campus Tour
Other",,No,,,,,,,,
9599,7374,11/03/2019 21:44,17/04/2019 8:37,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,ee,,No,No,Yes,Mother,None,No,Father,Elementary School,,,,,,,WASSCE - Ghana,08/04/2016,,,,"Ashesi Student/Alumni
Friend
Television",,Yes,,,,,,,,
9601,7376,12/03/2019 7:51,26/03/2019 18:44,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,gaa,,no,No,Yes,Mother,Junior high school,Yes,Father,Higher National Diploma,,,,,,,WASSCE - Ghana,02/04/2015,,,,Friend,no,Yes,,,,,,,,
9604,7379,12/03/2019 14:02,17/07/2019 13:33,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,yo,,No,No,Yes,Mother,Bsc,No,Father,Bsc,,,,,,,WASSCE - Nigeria,05/04/2016,,,,Ashesi Website,NO,Yes,,,,,,,,
9605,7380,12/03/2019 14:38,20/03/2019 15:01,Withdrawn,[B.Sc.] Business Administration,F,,,,SE,SE,,tw,,NO,No,Yes,MOTHER,POST GRADUATE MASTERS,Yes,FATHER,DEGREE,,,,,,,WASSCE - Ghana,08/04/2019,,,,"Friend
Teacher / Counselor",NO,No,,,,,,,,
9606,7381,12/03/2019 14:49,25/03/2019 16:30,Failed,[B.Sc.] Management Information Systems,M,,,,SE,SE,,tw,,No,No,Yes,Father,O Level,Yes,Mother,Junior Secondary School,,,,,,,WASSCE - Ghana,01/05/2013,,,,Friend,,Yes,,,,,,,,
9610,7382,12/03/2019 17:49,25/03/2019 10:06,Failed,[B.Sc.] Computer Science,F,,,,SE,SE,,en,,NO,No,Yes,FATHER,SENIOR HIGH SCHOOL,Yes,MOTHER,SENIOR HIGH SCHOOL,,,,,,,WASSCE - Ghana,10/05/2018,,,,Friend,NO,No,,,,,,,,
9614,7384,12/03/2019 21:52,31/07/2019 8:28,Failed,[B.Sc.] Management Information Systems,M,,,,SE,SE,,ak,,NO,No,Yes,MOTHER,MASTERS,No,NOT APPLICABLE,NOT APPLICABLE,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Friend
Ashesi Website
School Visit
Ashesi Staff/Faculty",NO,Yes,,,,,,,,
9615,7385,12/03/2019 22:05,30/07/2019 17:17,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,gaa,,No,No,Yes,Father,Tertiary level,Yes,Mother,Tertiary level,,,,,,,WASSCE - Ghana,08/04/2019,,,,"Ashesi Student/Alumni
Friend
Television
Ashesi Website
Teacher / Counselor",,Yes,,,,,,,,
9616,7386,12/03/2019 23:04,23/08/2019 12:46,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,ak,,No,No,Yes,Mom,Primary,Yes,Father,Primary,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Ashesi Student/Alumni
Facebook",,Yes,,,,,,,,
3251,7388,13/03/2019 5:34,10/04/2019 11:08,Failed,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,,sw,,No,No,Yes,Mother,Primary school,Yes,N/A,N/A,,,,,,,Other Official Exam,03/10/2015,,,,"Ashesi Student/Alumni
Friend
Newspaper
Ashesi Website
Teacher / Counselor
Facebook",No,Yes,,,,,,,,
9624,7391,13/03/2019 9:21,18/06/2019 16:20,Failed,[B.Sc.] Management Information Systems,M,,,,SE,SE,,fat,,No,No,Yes,Father,Post-Graduate,Yes,Mother,Post-Graduate,,,,,,,WASSCE - Ghana,27/04/2019,,,,"Friend
Ashesi Website
Teacher / Counselor
Instagram
Ashesi Staff/Faculty",,Yes,,,,,,,,
9625,7392,13/03/2019 10:07,27/06/2019 23:02,Failed,[B.Sc.] Management Information Systems,M,,,,SE,SE,,kpe,,No,No,Yes,Mother,Primary Education,Yes,Uncle,Tertiary,,,,,,,"WASSCE - Liberia
High School Diploma",27/06/2016,,,,Other,,Yes,,,,,,,,
9627,7395,13/03/2019 11:16,30/07/2019 10:41,Enrolled,[B.Sc.] Business Administration,M,,,,SE,SE,,tw,,No,No,Yes,Mother,Secondary Education,Yes,Father,Tertiary Education,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Ashesi Student/Alumni
Friend
School Visit
Ashesi Staff/Faculty",No,Yes,,,,,,,,
9631,7398,13/03/2019 11:56,02/04/2019 12:07,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,tw,,no,No,Yes,Father,Basic,Yes,Mother,No education,,,,,,,WASSCE - Ghana,05/05/2017,,,,Teacher / Counselor,no,Yes,,,,,,,,
5724,7400,13/03/2019 17:20,27/06/2019 20:59,Failed,[B.Sc.] Management Information Systems,F,,,,SE,SE,OQ,en,,2018,No,Yes,Sibling,Secondary,Yes,Sibling,University,,,,,,,IGCSE 'A' Level,31/05/2018,,,,Teacher / Counselor,No,No,,,,,,,,
9632,7401,13/03/2019 22:13,28/03/2019 19:58,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,en,,No,Yes,Yes,Father,Senior High School,Yes,Mother,Junior High School,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Ashesi Student/Alumni
Television
Radio
Facebook",No.,Yes,,,,,,,,
9635,7404,14/03/2019 2:57,14/06/2019 4:30,Auto Deny,[B.Sc.] Electrical/Electronic Engineering,F,,,,SE,SE,,rw,,No,No,Yes,Mother,Bachelor,Yes,My Father,Bachelor,,,,,,,High School Diploma,20/11/2018,,,,Friend,"Mastercard Foundation Scholars Program Alumni BRIDGE Mentoring
and Ashesi University Stakeholder’s Forum 2019",Yes,,,,,,,,
9636,7405,14/03/2019 6:31,26/03/2019 7:18,Enrolled,[B.Sc.] Computer Engineering,M,,,,SE,SE,,en,,NO,No,Yes,Father,Tertiary level,Yes,Mother,Tertiary,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Ashesi Student/Alumni
Friend",NO,Yes,,,,,,,,
9637,7406,14/03/2019 7:46,23/03/2019 19:40,Enrolled,[B.Sc.] Management Information Systems,M,,,,SE,SE,,ny,,NO,No,Yes,FATHER,PRIMARY,Yes,MOTHER,NEVER BEEN TO SCHOOL,,,,,,,Other Official Exam,20/06/2018,,,,Teacher / Counselor,,Yes,,,,,,,,
9639,7407,14/03/2019 8:34,28/03/2019 18:35,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,OQ,gaa,,No,No,Yes,FATHER,GRADUATE,Yes,MOTHER,GRADUATE,,,,,,,WASSCE - Ghana,14/04/2019,,,,"Newspaper
Ashesi Website",N/A,Yes,,,,,,,,
9642,7411,14/03/2019 10:55,30/07/2019 9:04,Withdrawn,[B.Sc.] Management Information Systems,M,,,,SE,SE,OQ,fat,,No,No,Yes,Father,Middle School Leavers Certificate,Yes,Mother,Basic School,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Ashesi Parent
Ashesi Student/Alumni
Friend
Newspaper
Ashesi Website
Teacher / Counselor
Campus Tour
School Visit
Instagram
Facebook
Twitter
Ashesi Staff/Faculty","National Science and Maths Quiz 2016/2017/2018

Sharks Quiz 2017/2018 (1.0)
2018/2019 (2.0)",No,,,,,,,,
9643,7412,14/03/2019 10:56,18/07/2019 19:20,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,en,,NO,No,Yes,FATHER,MASTERS,Yes,MOTHER,MASTERS,,,,,,,WASSCE - Ghana,23/04/2019,,,,Campus Tour,,Yes,,,,,,,,
9652,7421,14/03/2019 21:55,30/07/2019 19:58,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,,tw,,No,No,Yes,Father,MBA,Yes,Mother,MBA,,,,,,,WASSCE - Ghana,15/04/2019,,,,Ashesi Staff/Faculty,,Yes,,,,,,,,
9655,7423,15/03/2019 10:55,28/05/2019 10:03,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,SE,en,,No,Yes,Yes,Father,MBA,Yes,Mother,First Degree,,,,,,,IGCSE 'A' Level,17/06/2016,,,,"Ashesi Student/Alumni
Friend",,No,,,,,,,,
9659,7427,15/03/2019 11:45,27/06/2019 22:12,Failed,[B.Sc.] Computer Science,M,,,,,SE,,idu,,No,No,Yes,Parents,Secondary School,Yes,Brother,B.Sc. Business Management,,,,,,,WASSCE - Nigeria,13/06/2017,,,,"Ashesi Student/Alumni
Friend
Ashesi Website
Other",,Yes,,,,,,,,
9662,7431,15/03/2019 15:45,27/06/2019 15:45,Enrolled,[B.Sc.] Business Administration,M,,,,SE,SE,SE,tw,,No,No,Yes,Mother,Masters degree,Yes,Father,Masters degree,,,,,,,IGCSE 'A' Level,02/05/2019,,,,"Ashesi Student/Alumni
Newspaper
Television
Ashesi Website",No,No,,,,,,,,
596,7436,15/03/2019 20:03,27/06/2019 7:11,Failed,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,,luo,,no,No,Yes,Mother,University graduant,Yes,Father,University graduant,,,,,,,Other Official Exam,06/11/2017,,,,Ashesi Student/Alumni,,Yes,,,,,,,,
9674,7440,16/03/2019 11:58,27/03/2019 12:50,Enrolled,[B.Sc.] Computer Science,F,,,,SE,SE,OQ,tw,,NO,No,Yes,FATHER,University Level,Yes,Mother,Higher School,,,,,,,WASSCE - Ghana,24/04/2019,,,,Ashesi Student/Alumni,NO,Yes,,,,,,,,
9675,7441,16/03/2019 18:18,26/04/2019 4:06,Failed,[B.Sc.] Computer Science,M,,,,,SE,,en,,no,No,Yes,Stepfather,college,Yes,Mom,college,,,,,,,Other Official Exam,25/08/2018,,,,Ashesi Parent,,Yes,,,,,,,,
9677,7443,16/03/2019 19:09,17/04/2019 22:11,Failed,[B.Sc.] Computer Engineering,F,,,,SE,SE,SE,en,,No,No,Yes,Father,Baccalaureate,Yes,Mother,PHD,,,,,,,IGCSE 'A' Level,27/05/2019,,,,"Ashesi Student/Alumni
Television
Ashesi Website","No, I have not.",Yes,,,,,,,,
9680,7446,16/03/2019 21:52,27/03/2019 15:44,Withdrawn,[B.Sc.] Computer Science,F,,,,SE,SE,,ak,,No,No,Yes,Father,Middle School,Yes,Mother,Primary,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Friend
Ashesi Website
Instagram",No,No,,,,,,,,
9684,7448,17/03/2019 8:02,17/03/2019 9:22,Failed,[B.Sc.] Electrical/Electronic Engineering,M,,,,,SE,,sn,,N/A,No,Yes,Mother,ZJC,No,Father,ZJC,,,,,,,IGCSE 'A' Level,21/10/2015,,,,Friend,,Yes,,,,,,,,
9685,7449,17/03/2019 8:34,27/03/2019 22:02,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,OQ,gaa,,No,No,Yes,Step father,Completed Senior high school,Yes,Mother,None,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Ashesi Student/Alumni
Friend
Ashesi Website",,Yes,,,,,,,,
9688,7452,17/03/2019 19:27,18/06/2019 11:29,Auto Deny,[B.Sc.] Electrical/Electronic Engineering,M,,,,,SE,SE,en,,0000,No,Yes,Mother,University Graduate,No,Father,University graduate,,,,,,,IGCSE 'A' Level,02/05/2019,,,,Teacher / Counselor,,Yes,,,,,,,,
9691,7455,18/03/2019 8:44,15/08/2019 9:19,Auto Deny,[B.Sc.] Computer Science,F,,,,SE,SE,,am,,No,Yes,Yes,Father,University Education,Yes,Mother,High School,,,,,,,Other Official Exam,01/05/2018,,,,Ashesi Student/Alumni,No,No,,,,,,,,
9693,7457,18/03/2019 9:30,09/07/2019 14:28,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,tw,,No,No,Yes,Father,PhD,Yes,Mother,O'LEVEL,,,,,,,WASSCE - Ghana,08/04/2019,,,,"Friend
Newspaper
Television
Radio
Ashesi Website",,No,,,,,,,,
9694,7458,18/03/2019 10:54,17/08/2019 5:01,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,en,,NO,No,Yes,FATHER,UNIVERSITY,Yes,FATHER,UNIVERSITY,,,,,,,WASSCE - Ghana,01/05/2019,,,,"Ashesi Website
Teacher / Counselor
School Visit
Ashesi Staff/Faculty",,No,,,,,,,,
9695,7459,18/03/2019 11:10,07/05/2019 9:58,Auto Deny,[B.Sc.] Business Administration,F,,,,SE,SE,,en,,No,No,Yes,Father,Post-Graduate Diploma,Yes,Mother,National Diploma,,,,,,,WASSCE - Nigeria,30/06/2019,,,,"Friend
Ashesi Website
Instagram",No,No,,,,,,,,
9702,7464,18/03/2019 15:44,16/05/2019 10:54,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,ak,,NO,No,Yes,Father,Bachelors Degree,Yes,Mother,Secretarait School,,,,,,,WASSCE - Ghana,30/06/2019,,,,Radio,NO,Yes,,,,,,,,
9704,7465,18/03/2019 15:58,30/04/2019 16:04,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,en,,No,No,Yes,Father,Secondary school,Yes,Mother,Secondary school,,,,,,,WASSCE - Ghana,23/04/2019,,,,Friend,,Yes,,,,,,,,
9705,7467,18/03/2019 16:11,31/07/2019 8:53,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,OQ,en,,No,No,Yes,Father,Post Graduate,Yes,Mother,Diploma,,,,,,,WASSCE - Ghana,31/05/2019,,,,"Ashesi Student/Alumni
School Visit
Instagram",No,No,,,,,,,,
9706,7468,18/03/2019 16:52,23/08/2019 13:02,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,OQ,en,,No,No,Yes,Father,None,Yes,Brother,Tertiary,,,,,,,WASSCE - Ghana,31/05/2015,,,,"Ashesi Student/Alumni
Friend
Newspaper
Television
Radio
Ashesi Website
Teacher / Counselor
Instagram
Facebook
Twitter",No,Yes,,,,,,,,
2558,7474,18/03/2019 21:59,18/03/2019 23:08,Auto Deny,[B.Sc.] Business Administration,M,,,,SE,SE,,sw,,Yes-2018,No,Yes,Mother,College,No,Father,N/A,,,,,,,Other Official Exam,01/11/2016,,,,"Friend
Ashesi Website",No.,Yes,,,,,,,,
5418,7476,19/03/2019 0:19,27/03/2019 19:26,Withdrawn,[B.Sc.] Computer Engineering,M,,,"University of Ghana,Legon",BA,BA,SE,tw,,Yes: 2018,No,Yes,Father,Graduated from a College,Yes,Mother,Graduated from college/university,,,,,,,WASSCE - Ghana,20/04/2018,,,,"Friend
Other",No,Yes,,,,,,,,
9714,7478,19/03/2019 7:26,17/04/2019 21:28,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,ak,,No,No,Yes,Mother,Middle Leave,Yes,Mother,Basic,,,,,,,WASSCE - Ghana,03/04/2018,,,,Ashesi Student/Alumni,No,Yes,,,,,,,,
9716,7479,19/03/2019 9:20,30/07/2019 17:19,Enrolled,[B.Sc.] Computer Engineering,M,,,,SE,SE,OQ,en,,No,No,No,Father,B.Sc Hons Geology,Yes,Mother,B.Sc. Public Health,,,,,,,WASSCE - Ghana,30/04/2019,,,,"Friend
Ashesi Website
School Visit
Instagram",No,Yes,,,,,,,,
9717,7480,19/03/2019 9:24,31/07/2019 9:15,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,,fat,,No,No,Yes,FATHER,TERTIARY,Yes,Mother,SECONDARY,,,,,,,WASSCE - Ghana,15/08/2019,,,,"Ashesi Student/Alumni
Newspaper
Television
Ashesi Website
Teacher / Counselor
Campus Tour",No,Yes,,,,,,,,
9721,7484,19/03/2019 10:41,19/03/2019 11:21,Failed,[B.Sc.] Management Information Systems,F,,,,SE,SE,OQ,en,,No,No,Yes,Father,Middle School,No,N/A,N/A,,,,,,,WASSCE - Ghana,03/03/2018,,,,Friend,No,Yes,,,,,,,,
9722,7485,19/03/2019 11:24,19/03/2019 12:52,Enrolled,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,SE,en,,No,No,Yes,Father,No Formal Education,Yes,Mother,N/A,,,,,,,WASSCE - Ghana,31/05/2016,,,,"Friend
Newspaper
Teacher / Counselor
Facebook",No,Yes,,,,,,,,
9726,7488,19/03/2019 13:20,29/07/2019 13:20,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,tw,,No,No,Yes,Mother,Masters,Yes,Father,Masters,,,,,,,International Baccalaureate (IB) Diploma,19/06/2019,,,,Friend,No,No,,,,,,,,
9725,7489,19/03/2019 15:24,19/08/2019 19:49,Enrolled,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,OQ,en,,No,No,Yes,Father,BSc Hons Geology,No,Mother,BSc. Public Health,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Friend
School Visit",No,Yes,,,,,,,,
9729,7490,19/03/2019 17:19,20/03/2019 10:46,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,OQ,en,,No,Yes,Yes,Father,Professional,Yes,Mother,2nd Degree,,,,,,,WASSCE - Ghana,30/04/2019,,,,"Ashesi Parent
Ashesi Student/Alumni
Campus Tour
School Visit",No,No,,,,,,,,
3385,7491,19/03/2019 17:19,26/03/2019 22:40,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,ee,,Yes. 2018.,No,Yes,Mother,University,No,Father,Unversity,,,,,,,WASSCE - Ghana,03/04/2018,,,,"Ashesi Student/Alumni
Friend
Ashesi Website
Teacher / Counselor
Instagram
Twitter",,Yes,,,,,,,,
9730,7492,19/03/2019 18:08,23/08/2019 13:00,Withdrawn,[B.Sc.] Management Information Systems,M,,,,SE,SE,,tw,,No,No,Yes,MOTHER,MBA FINANCE,Yes,FATHER,BSC CIVIL ENGINEERING,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Ashesi Parent
Ashesi Student/Alumni
Teacher / Counselor",,No,,,,,,,,
9731,7493,19/03/2019 19:36,28/03/2019 22:32,Failed,[B.Sc.] Computer Engineering,M,,,,SE,SE,,tw,,No,No,Yes,Mother,Junior High School,Yes,Father,Junior High school,,,,,,,WASSCE - Ghana,23/04/2019,,,,"Teacher / Counselor
Other",No,Yes,,,,,,,,
9733,7494,19/03/2019 21:14,30/07/2019 14:14,Failed,[B.Sc.] Computer Engineering,M,,,,SE,SE,OQ,ee,,No,No,Yes,Father,Tertiary,Yes,Mother,Tertiary,,,,,,,WASSCE - Ghana,23/04/2019,,,,Friend,No,Yes,,,,,,,,
9739,7501,20/03/2019 10:02,28/03/2019 11:23,Failed,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,OQ,ee,,NO,No,Yes,MOTHER,FORM FOUR LEAVER,Yes,FATHER,FORM FOUR LEAVER,,,,,,,WASSCE - Ghana,31/05/2018,,,,"Ashesi Student/Alumni
Radio",,Yes,,,,,,,,
9740,7502,20/03/2019 10:22,26/03/2019 16:13,Enrolled,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,,sn,,No,No,Yes,Uncle,Ordinary level,Yes,Aunt,Ordinary level,,,,,,,Other Official Exam,14/10/2018,,,,"Friend
Facebook",No,Yes,,,,,,,,
9742,7504,20/03/2019 10:47,22/07/2019 10:19,Failed,[B.Sc.] Computer Science,M,,,,,SE,,gaa,,No,No,Yes,FATHER,PHD,Yes,MOTHER,GCE O LEVEL,,,,,,,WASSCE - Ghana,07/06/2019,,,,Ashesi Student/Alumni,"No, please",Yes,,,,,,,,
